order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,source,timestamp_saved
291,158,4,2016-06-29,2016-06-30,2016-07-01,2,6,DB,2024-04-28 21:40:03.415854
292,360,4,2016-06-29,2016-06-30,2016-07-02,3,9,DB,2024-04-28 21:40:03.415854
293,573,4,2016-06-30,2016-07-03,2016-07-02,2,7,DB,2024-04-28 21:40:03.415854
294,732,4,2016-07-01,2016-07-02,2016-07-02,2,7,DB,2024-04-28 21:40:03.415854
295,1130,4,2016-07-01,2016-07-04,2016-07-04,2,7,DB,2024-04-28 21:40:03.415854
296,1245,4,2016-07-04,2016-07-07,2016-07-06,2,6,DB,2024-04-28 21:40:03.415854
297,1425,4,2016-07-04,2016-07-05,2016-07-06,2,7,DB,2024-04-28 21:40:03.415854
298,885,4,2016-07-04,2016-07-07,2016-07-07,3,9,DB,2024-04-28 21:40:03.415854
299,281,4,2016-07-05,2016-07-06,2016-07-07,2,6,DB,2024-04-28 21:40:03.415854
300,1205,4,2016-07-05,2016-07-08,2016-07-08,2,6,DB,2024-04-28 21:40:03.415854
301,17,4,2016-07-06,2016-07-09,2016-07-08,2,6,DB,2024-04-28 21:40:03.415854
302,1375,4,2016-07-06,2016-07-07,2016-07-09,2,6,DB,2024-04-28 21:40:03.415854
303,36,4,2016-07-07,2016-07-08,2016-07-09,2,7,DB,2024-04-28 21:40:03.415854
304,230,4,2016-07-07,2016-07-08,2016-07-08,2,6,DB,2024-04-28 21:40:03.415854
305,705,4,2016-07-07,2016-07-08,2016-07-08,2,7,DB,2024-04-28 21:40:03.415854
306,424,4,2016-07-09,2016-07-10,2016-07-12,2,7,DB,2024-04-28 21:40:03.415854
307,695,4,2016-07-09,2016-07-11,2016-07-11,2,6,DB,2024-04-28 21:40:03.415854
308,156,4,2016-07-11,2016-07-12,2016-07-14,2,6,DB,2024-04-28 21:40:03.415854
309,211,4,2016-07-11,2016-07-13,2016-07-13,2,6,DB,2024-04-28 21:40:03.415854
310,627,4,2016-07-12,2016-07-13,2016-07-13,1,2,DB,2024-04-28 21:40:03.415854
311,1400,4,2016-07-12,2016-07-14,2016-07-13,2,6,DB,2024-04-28 21:40:03.415854
312,299,4,2016-07-13,2016-07-15,2016-07-16,2,6,DB,2024-04-28 21:40:03.415854
313,565,4,2016-07-14,2016-07-15,2016-07-15,3,9,DB,2024-04-28 21:40:03.415854
314,1019,4,2016-07-15,2016-07-17,2016-07-17,2,7,DB,2024-04-28 21:40:03.415854
315,1263,4,2016-07-16,2016-07-19,2016-07-17,2,6,DB,2024-04-28 21:40:03.415854
316,670,4,2016-07-17,2016-07-20,2016-07-19,2,7,DB,2024-04-28 21:40:03.415854
317,795,4,2016-07-17,2016-07-20,2016-07-19,2,7,DB,2024-04-28 21:40:03.415854
318,1141,4,2016-07-17,2016-07-19,2016-07-20,2,7,DB,2024-04-28 21:40:03.415854
319,941,4,2016-07-18,2016-07-21,2016-07-21,2,6,DB,2024-04-28 21:40:03.415854
320,1428,4,2016-07-19,2016-07-20,2016-07-21,1,2,DB,2024-04-28 21:40:03.415854
321,568,4,2016-07-19,2016-07-22,2016-07-21,2,6,DB,2024-04-28 21:40:03.415854
322,924,4,2016-07-19,2016-07-22,2016-07-20,2,6,DB,2024-04-28 21:40:03.415854
323,1243,4,2016-07-19,2016-07-22,2016-07-21,2,6,DB,2024-04-28 21:40:03.415854
324,480,4,2016-07-20,2016-07-22,2016-07-23,2,6,DB,2024-04-28 21:40:03.415854
325,848,4,2016-07-20,2016-07-21,2016-07-21,2,6,DB,2024-04-28 21:40:03.415854
326,1337,4,2016-07-20,2016-07-21,2016-07-22,3,9,DB,2024-04-28 21:40:03.415854
327,83,4,2016-07-21,2016-07-24,2016-07-22,2,6,DB,2024-04-28 21:40:03.415854
328,528,4,2016-07-23,2016-07-26,2016-07-25,2,6,DB,2024-04-28 21:40:03.415854
329,274,4,2016-07-24,2016-07-27,2016-07-26,2,6,DB,2024-04-28 21:40:03.415854
330,622,4,2016-07-24,2016-07-27,2016-07-27,2,6,DB,2024-04-28 21:40:03.415854
331,642,4,2016-07-24,2016-07-26,2016-07-25,2,6,DB,2024-04-28 21:40:03.415854
332,659,4,2016-07-24,2016-07-26,2016-07-26,2,7,DB,2024-04-28 21:40:03.415854
333,779,4,2016-07-25,2016-07-27,2016-07-26,2,6,DB,2024-04-28 21:40:03.415854
334,1112,4,2016-07-25,2016-07-28,2016-07-27,2,7,DB,2024-04-28 21:40:03.415854
335,1193,4,2016-07-25,2016-07-27,2016-07-26,2,6,DB,2024-04-28 21:40:03.415854
336,1030,4,2016-07-26,2016-07-29,2016-07-27,2,7,DB,2024-04-28 21:40:03.415854
337,1252,4,2016-07-26,2016-07-27,2016-07-28,2,7,DB,2024-04-28 21:40:03.415854
338,1333,4,2016-07-28,2016-07-29,2016-07-30,1,3,DB,2024-04-28 21:40:03.415854
339,1110,4,2016-07-28,2016-07-31,2016-07-29,2,7,DB,2024-04-28 21:40:03.415854
340,963,4,2016-07-29,2016-07-30,2016-07-31,2,7,DB,2024-04-28 21:40:03.415854
341,1357,4,2016-07-31,2016-08-03,2016-08-01,1,3,DB,2024-04-28 21:40:03.415854
342,806,4,2016-07-31,2016-08-01,2016-08-03,2,7,DB,2024-04-28 21:40:03.415854
343,961,4,2016-07-31,2016-08-02,2016-08-01,2,7,DB,2024-04-28 21:40:03.415854
344,750,4,2016-08-01,2016-08-03,2016-08-02,2,6,DB,2024-04-28 21:40:03.415854
345,1299,4,2016-08-01,2016-08-04,2016-08-03,2,6,DB,2024-04-28 21:40:03.415854
346,584,4,2016-08-01,2016-08-03,2016-08-02,3,9,DB,2024-04-28 21:40:03.415854
347,1004,4,2016-08-02,2016-08-03,2016-08-05,2,6,DB,2024-04-28 21:40:03.415854
348,907,4,2016-08-02,2016-08-05,2016-08-04,3,9,DB,2024-04-28 21:40:03.415854
351,1307,4,2016-08-03,2016-08-06,2016-08-04,1,2,DB,2024-04-28 21:40:03.415854
352,16,4,2016-08-03,2016-08-04,2016-08-06,2,7,DB,2024-04-28 21:40:03.415854
353,1387,4,2016-08-03,2016-08-06,2016-08-06,2,7,DB,2024-04-28 21:40:03.415854
354,551,4,2016-08-03,2016-08-05,2016-08-06,3,8,DB,2024-04-28 21:40:03.415854
355,1011,4,2016-08-03,2016-08-05,2016-08-05,3,8,DB,2024-04-28 21:40:03.415854
356,1189,4,2016-08-04,2016-08-07,2016-08-06,2,6,DB,2024-04-28 21:40:03.415854
358,1042,4,2016-08-05,2016-08-07,2016-08-07,2,7,DB,2024-04-28 21:40:03.415854
359,441,4,2016-08-07,2016-08-10,2016-08-10,2,7,DB,2024-04-28 21:40:03.415854
360,1300,4,2016-08-07,2016-08-09,2016-08-10,2,6,DB,2024-04-28 21:40:03.415854
361,994,4,2016-08-08,2016-08-09,2016-08-11,2,6,DB,2024-04-28 21:40:03.415854
362,187,4,2016-08-09,2016-08-11,2016-08-11,1,2,DB,2024-04-28 21:40:03.415854
363,834,4,2016-08-11,2016-08-12,2016-08-13,3,8,DB,2024-04-28 21:40:03.415854
364,373,4,2016-08-12,2016-08-14,2016-08-13,2,6,DB,2024-04-28 21:40:03.415854
365,981,4,2016-08-13,2016-08-14,2016-08-15,2,6,DB,2024-04-28 21:40:03.415854
366,1054,4,2016-08-13,2016-08-14,2016-08-14,3,9,DB,2024-04-28 21:40:03.415854
367,527,4,2016-08-14,2016-08-15,2016-08-15,2,7,DB,2024-04-28 21:40:03.415854
368,995,4,2016-08-14,2016-08-15,2016-08-17,2,7,DB,2024-04-28 21:40:03.415854
369,1285,4,2016-08-15,2016-08-18,2016-08-18,1,3,DB,2024-04-28 21:40:03.415854
370,758,4,2016-08-15,2016-08-18,2016-08-18,2,7,DB,2024-04-28 21:40:03.415854
371,891,4,2016-08-15,2016-08-16,2016-08-18,2,7,DB,2024-04-28 21:40:03.415854
372,132,4,2016-08-16,2016-08-18,2016-08-18,2,6,DB,2024-04-28 21:40:03.415854
373,337,4,2016-08-16,2016-08-19,2016-08-17,2,7,DB,2024-04-28 21:40:03.415854
374,1313,4,2016-08-17,2016-08-19,2016-08-18,1,2,DB,2024-04-28 21:40:03.415854
375,536,4,2016-08-17,2016-08-20,2016-08-20,2,7,DB,2024-04-28 21:40:03.415854
376,825,4,2016-08-17,2016-08-19,2016-08-18,2,6,DB,2024-04-28 21:40:03.415854
377,1355,4,2016-08-17,2016-08-19,2016-08-20,2,6,DB,2024-04-28 21:40:03.415854
378,475,4,2016-08-17,2016-08-20,2016-08-20,3,9,DB,2024-04-28 21:40:03.415854
379,954,4,2016-08-18,2016-08-21,2016-08-21,2,7,DB,2024-04-28 21:40:03.415854
380,1156,4,2016-08-19,2016-08-20,2016-08-21,2,7,DB,2024-04-28 21:40:03.415854
381,1297,4,2016-08-19,2016-08-21,2016-08-21,2,7,DB,2024-04-28 21:40:03.415854
382,199,4,2016-08-20,2016-08-23,2016-08-23,2,6,DB,2024-04-28 21:40:03.415854
383,331,4,2016-08-20,2016-08-23,2016-08-22,2,7,DB,2024-04-28 21:40:03.415854
384,410,4,2016-08-20,2016-08-22,2016-08-23,2,7,DB,2024-04-28 21:40:03.415854
385,1274,4,2016-08-20,2016-08-23,2016-08-22,2,7,DB,2024-04-28 21:40:03.415854
386,1362,4,2016-08-20,2016-08-23,2016-08-23,2,6,DB,2024-04-28 21:40:03.415854
387,451,4,2016-08-20,2016-08-21,2016-08-21,3,8,DB,2024-04-28 21:40:03.415854
388,1080,4,2016-08-21,2016-08-24,2016-08-23,3,8,DB,2024-04-28 21:40:03.415854
389,53,4,2016-08-22,2016-08-24,2016-08-25,1,3,DB,2024-04-28 21:40:03.415854
390,576,4,2016-08-22,2016-08-24,2016-08-25,3,9,DB,2024-04-28 21:40:03.415854
392,176,4,2016-08-23,2016-08-26,2016-08-24,1,3,DB,2024-04-28 21:40:03.415854
393,368,4,2016-08-25,2016-08-26,2016-08-27,2,6,DB,2024-04-28 21:40:03.415854
394,522,4,2016-08-26,2016-08-28,2016-08-29,1,3,DB,2024-04-28 21:40:03.415854
395,144,4,2016-08-26,2016-08-27,2016-08-29,2,6,DB,2024-04-28 21:40:03.415854
396,542,4,2016-08-27,2016-08-30,2016-08-29,2,6,DB,2024-04-28 21:40:03.415854
397,1437,4,2016-08-28,2016-08-31,2016-08-29,2,7,DB,2024-04-28 21:40:03.415854
398,447,4,2016-08-29,2016-08-30,2016-09-01,1,2,DB,2024-04-28 21:40:03.415854
399,1001,4,2016-08-29,2016-09-01,2016-09-01,2,7,DB,2024-04-28 21:40:03.415854
400,1295,4,2016-08-29,2016-08-30,2016-08-31,2,6,DB,2024-04-28 21:40:03.415854
401,103,4,2016-08-30,2016-09-02,2016-09-01,2,6,DB,2024-04-28 21:40:03.415854
402,1335,4,2016-08-30,2016-09-01,2016-08-31,2,6,DB,2024-04-28 21:40:03.415854
403,578,4,2016-08-31,2016-09-01,2016-09-02,1,3,DB,2024-04-28 21:40:03.415854
404,396,4,2016-08-31,2016-09-03,2016-09-01,2,7,DB,2024-04-28 21:40:03.415854
405,603,4,2016-08-31,2016-09-01,2016-09-01,2,6,DB,2024-04-28 21:40:03.415854
406,1380,4,2016-08-31,2016-09-02,2016-09-01,2,7,DB,2024-04-28 21:40:03.415854
408,1071,4,2016-09-01,2016-09-02,2016-09-02,1,2,DB,2024-04-28 21:40:03.415854
409,416,4,2016-09-01,2016-09-04,2016-09-04,2,7,DB,2024-04-28 21:40:03.415854
410,1151,4,2016-09-01,2016-09-03,2016-09-02,2,6,DB,2024-04-28 21:40:03.415854
411,261,4,2016-09-02,2016-09-04,2016-09-04,1,3,DB,2024-04-28 21:40:03.415854
412,1202,4,2016-09-02,2016-09-04,2016-09-04,1,3,DB,2024-04-28 21:40:03.415854
413,717,4,2016-09-02,2016-09-05,2016-09-03,2,6,DB,2024-04-28 21:40:03.415854
414,917,4,2016-09-03,2016-09-06,2016-09-06,2,7,DB,2024-04-28 21:40:03.415854
415,1265,4,2016-09-03,2016-09-06,2016-09-06,2,7,DB,2024-04-28 21:40:03.415854
416,1377,4,2016-09-03,2016-09-04,2016-09-06,2,7,DB,2024-04-28 21:40:03.415854
417,359,4,2016-09-04,2016-09-05,2016-09-06,1,3,DB,2024-04-28 21:40:03.415854
418,88,4,2016-09-04,2016-09-05,2016-09-05,2,6,DB,2024-04-28 21:40:03.415854
419,14,4,2016-09-04,2016-09-07,2016-09-06,3,8,DB,2024-04-28 21:40:03.415854
420,72,4,2016-09-05,2016-09-06,2016-09-07,1,3,DB,2024-04-28 21:40:03.415854
421,240,4,2016-09-05,2016-09-06,2016-09-08,1,3,DB,2024-04-28 21:40:03.415854
422,398,4,2016-09-06,2016-09-07,2016-09-09,2,6,DB,2024-04-28 21:40:03.415854
423,1397,4,2016-09-06,2016-09-09,2016-09-09,2,7,DB,2024-04-28 21:40:03.415854
424,67,4,2016-09-08,2016-09-11,2016-09-11,1,3,DB,2024-04-28 21:40:03.415854
425,843,4,2016-09-08,2016-09-11,2016-09-11,2,6,DB,2024-04-28 21:40:03.415854
426,944,4,2016-09-08,2016-09-10,2016-09-10,2,6,DB,2024-04-28 21:40:03.415854
427,434,4,2016-09-09,2016-09-10,2016-09-11,1,2,DB,2024-04-28 21:40:03.415854
428,1039,4,2016-09-09,2016-09-12,2016-09-10,2,6,DB,2024-04-28 21:40:03.415854
429,153,4,2016-09-10,2016-09-12,2016-09-12,3,8,DB,2024-04-28 21:40:03.415854
430,272,4,2016-09-11,2016-09-13,2016-09-12,2,6,DB,2024-04-28 21:40:03.415854
431,1217,4,2016-09-11,2016-09-12,2016-09-12,2,6,DB,2024-04-28 21:40:03.415854
432,169,4,2016-09-12,2016-09-15,2016-09-14,1,2,DB,2024-04-28 21:40:03.415854
433,1062,4,2016-09-12,2016-09-15,2016-09-13,2,6,DB,2024-04-28 21:40:03.415854
434,726,4,2016-09-13,2016-09-15,2016-09-14,2,6,DB,2024-04-28 21:40:03.415854
435,77,4,2016-09-14,2016-09-15,2016-09-16,3,9,DB,2024-04-28 21:40:03.415854
436,791,4,2016-09-16,2016-09-19,2016-09-19,2,7,DB,2024-04-28 21:40:03.415854
437,1085,4,2016-09-16,2016-09-18,2016-09-18,2,7,DB,2024-04-28 21:40:03.415854
438,314,4,2016-09-16,2016-09-19,2016-09-18,3,8,DB,2024-04-28 21:40:03.415854
439,149,4,2016-09-17,2016-09-20,2016-09-18,2,6,DB,2024-04-28 21:40:03.415854
440,882,4,2016-09-17,2016-09-18,2016-09-19,2,7,DB,2024-04-28 21:40:03.415854
441,704,4,2016-09-18,2016-09-19,2016-09-19,1,2,DB,2024-04-28 21:40:03.415854
442,667,4,2016-09-18,2016-09-21,2016-09-21,2,7,DB,2024-04-28 21:40:03.415854
443,1371,4,2016-09-18,2016-09-19,2016-09-20,2,6,DB,2024-04-28 21:40:03.415854
444,30,4,2016-09-19,2016-09-20,2016-09-21,1,2,DB,2024-04-28 21:40:03.415854
445,362,4,2016-09-19,2016-09-22,2016-09-22,2,6,DB,2024-04-28 21:40:03.415854
446,399,4,2016-09-19,2016-09-21,2016-09-20,2,7,DB,2024-04-28 21:40:03.415854
447,808,4,2016-09-20,2016-09-23,2016-09-22,3,8,DB,2024-04-28 21:40:03.415854
448,101,4,2016-09-21,2016-09-22,2016-09-24,2,6,DB,2024-04-28 21:40:03.415854
449,492,4,2016-09-21,2016-09-24,2016-09-22,2,7,DB,2024-04-28 21:40:03.415854
450,575,4,2016-09-21,2016-09-24,2016-09-23,2,7,DB,2024-04-28 21:40:03.415854
451,1146,4,2016-09-21,2016-09-23,2016-09-22,2,7,DB,2024-04-28 21:40:03.415854
452,997,4,2016-09-22,2016-09-23,2016-09-24,2,7,DB,2024-04-28 21:40:03.415854
453,1028,4,2016-09-22,2016-09-24,2016-09-25,2,7,DB,2024-04-28 21:40:03.415854
454,988,4,2016-09-23,2016-09-25,2016-09-26,2,6,DB,2024-04-28 21:40:03.415854
455,1055,4,2016-09-23,2016-09-24,2016-09-24,2,7,DB,2024-04-28 21:40:03.415854
456,1061,4,2016-09-23,2016-09-26,2016-09-25,3,9,DB,2024-04-28 21:40:03.415854
457,1349,4,2016-09-24,2016-09-27,2016-09-27,1,3,DB,2024-04-28 21:40:03.415854
458,197,4,2016-09-25,2016-09-28,2016-09-26,2,6,DB,2024-04-28 21:40:03.415854
459,874,4,2016-09-25,2016-09-28,2016-09-26,2,6,DB,2024-04-28 21:40:03.415854
460,691,4,2016-09-25,2016-09-27,2016-09-26,3,8,DB,2024-04-28 21:40:03.415854
461,853,4,2016-09-26,2016-09-27,2016-09-27,2,7,DB,2024-04-28 21:40:03.415854
462,852,4,2016-09-27,2016-09-28,2016-09-29,2,6,DB,2024-04-28 21:40:03.415854
463,964,4,2016-09-27,2016-09-28,2016-09-28,3,8,DB,2024-04-28 21:40:03.415854
464,74,4,2016-09-28,2016-09-30,2016-09-29,2,7,DB,2024-04-28 21:40:03.415854
465,1198,4,2016-09-28,2016-10-01,2016-10-01,2,6,DB,2024-04-28 21:40:03.415854
466,1440,4,2016-09-28,2016-09-29,2016-10-01,2,7,DB,2024-04-28 21:40:03.415854
467,555,4,2016-09-28,2016-09-30,2016-09-30,3,8,DB,2024-04-28 21:40:03.415854
468,1261,4,2016-09-29,2016-10-02,2016-09-30,1,3,DB,2024-04-28 21:40:03.415854
469,1089,4,2016-09-29,2016-10-02,2016-10-02,2,7,DB,2024-04-28 21:40:03.415854
470,641,4,2016-09-30,2016-10-02,2016-10-02,1,3,DB,2024-04-28 21:40:03.415854
471,697,4,2016-09-30,2016-10-02,2016-10-01,1,3,DB,2024-04-28 21:40:03.415854
472,468,4,2016-09-30,2016-10-01,2016-10-01,2,7,DB,2024-04-28 21:40:03.415854
473,549,4,2016-09-30,2016-10-02,2016-10-03,2,7,DB,2024-04-28 21:40:03.415854
474,553,4,2016-10-01,2016-10-04,2016-10-04,1,3,DB,2024-04-28 21:40:03.415854
475,241,4,2016-10-01,2016-10-04,2016-10-03,2,7,DB,2024-04-28 21:40:03.415854
476,559,4,2016-10-01,2016-10-04,2016-10-02,2,6,DB,2024-04-28 21:40:03.415854
477,449,4,2016-10-02,2016-10-05,2016-10-04,1,2,DB,2024-04-28 21:40:03.415854
478,304,4,2016-10-02,2016-10-05,2016-10-03,2,7,DB,2024-04-28 21:40:03.415854
479,984,4,2016-10-03,2016-10-04,2016-10-04,2,6,DB,2024-04-28 21:40:03.415854
480,686,4,2016-10-04,2016-10-07,2016-10-05,1,3,DB,2024-04-28 21:40:03.415854
481,481,4,2016-10-04,2016-10-07,2016-10-06,3,9,DB,2024-04-28 21:40:03.415854
482,513,4,2016-10-05,2016-10-06,2016-10-06,2,6,DB,2024-04-28 21:40:03.415854
483,703,4,2016-10-06,2016-10-07,2016-10-09,1,2,DB,2024-04-28 21:40:03.415854
484,421,4,2016-10-06,2016-10-09,2016-10-07,2,7,DB,2024-04-28 21:40:03.415854
485,465,4,2016-10-06,2016-10-08,2016-10-07,2,7,DB,2024-04-28 21:40:03.415854
486,709,4,2016-10-06,2016-10-08,2016-10-09,2,7,DB,2024-04-28 21:40:03.415854
487,827,4,2016-10-06,2016-10-09,2016-10-09,2,6,DB,2024-04-28 21:40:03.415854
488,921,4,2016-10-06,2016-10-09,2016-10-08,2,6,DB,2024-04-28 21:40:03.415854
489,899,4,2016-10-06,2016-10-08,2016-10-08,3,8,DB,2024-04-28 21:40:03.415854
490,876,4,2016-10-07,2016-10-10,2016-10-09,2,6,DB,2024-04-28 21:40:03.415854
491,1048,4,2016-10-08,2016-10-10,2016-10-11,1,2,DB,2024-04-28 21:40:03.415854
492,191,4,2016-10-09,2016-10-10,2016-10-12,1,2,DB,2024-04-28 21:40:03.415854
493,796,4,2016-10-09,2016-10-12,2016-10-11,1,3,DB,2024-04-28 21:40:03.415854
494,875,4,2016-10-09,2016-10-10,2016-10-11,2,6,DB,2024-04-28 21:40:03.415854
495,712,4,2016-10-10,2016-10-12,2016-10-13,1,3,DB,2024-04-28 21:40:03.415854
496,193,4,2016-10-10,2016-10-12,2016-10-11,2,6,DB,2024-04-28 21:40:03.415854
497,785,4,2016-10-10,2016-10-11,2016-10-11,2,6,DB,2024-04-28 21:40:03.415854
498,1331,4,2016-10-10,2016-10-12,2016-10-11,2,6,DB,2024-04-28 21:40:03.415854
499,260,4,2016-10-11,2016-10-14,2016-10-13,1,2,DB,2024-04-28 21:40:03.415854
500,148,4,2016-10-11,2016-10-12,2016-10-13,2,6,DB,2024-04-28 21:40:03.415854
501,977,4,2016-10-11,2016-10-12,2016-10-13,2,7,DB,2024-04-28 21:40:03.415854
502,401,4,2016-10-12,2016-10-13,2016-10-13,3,9,DB,2024-04-28 21:40:03.415854
503,932,4,2016-10-13,2016-10-16,2016-10-14,2,6,DB,2024-04-28 21:40:03.415854
504,1381,4,2016-10-14,2016-10-15,2016-10-15,1,2,DB,2024-04-28 21:40:03.415854
505,721,4,2016-10-14,2016-10-16,2016-10-17,2,6,DB,2024-04-28 21:40:03.415854
506,831,4,2016-10-14,2016-10-16,2016-10-16,2,6,DB,2024-04-28 21:40:03.415854
507,1378,4,2016-10-15,2016-10-17,2016-10-17,1,3,DB,2024-04-28 21:40:03.415854
508,1359,4,2016-10-15,2016-10-18,2016-10-18,2,6,DB,2024-04-28 21:40:03.415854
509,235,4,2016-10-16,2016-10-17,2016-10-17,2,7,DB,2024-04-28 21:40:03.415854
510,586,4,2016-10-17,2016-10-18,2016-10-18,2,7,DB,2024-04-28 21:40:03.415854
511,377,4,2016-10-18,2016-10-20,2016-10-19,2,7,DB,2024-04-28 21:40:03.415854
512,8,4,2016-10-19,2016-10-22,2016-10-20,2,7,DB,2024-04-28 21:40:03.415854
513,155,4,2016-10-19,2016-10-21,2016-10-21,2,6,DB,2024-04-28 21:40:03.415854
514,927,4,2016-10-19,2016-10-21,2016-10-20,2,7,DB,2024-04-28 21:40:03.415854
515,986,4,2016-10-19,2016-10-20,2016-10-22,2,6,DB,2024-04-28 21:40:03.415854
516,111,4,2016-10-21,2016-10-23,2016-10-24,2,6,DB,2024-04-28 21:40:03.415854
517,613,4,2016-10-21,2016-10-22,2016-10-24,2,6,DB,2024-04-28 21:40:03.415854
518,1374,4,2016-10-22,2016-10-24,2016-10-25,1,2,DB,2024-04-28 21:40:03.415854
519,54,4,2016-10-22,2016-10-23,2016-10-24,2,7,DB,2024-04-28 21:40:03.415854
520,639,4,2016-10-23,2016-10-26,2016-10-24,2,7,DB,2024-04-28 21:40:03.415854
521,664,4,2016-10-23,2016-10-25,2016-10-25,2,6,DB,2024-04-28 21:40:03.415854
522,724,4,2016-10-23,2016-10-24,2016-10-24,2,7,DB,2024-04-28 21:40:03.415854
523,1056,4,2016-10-24,2016-10-26,2016-10-27,2,6,DB,2024-04-28 21:40:03.415854
524,569,4,2016-10-25,2016-10-26,2016-10-27,1,2,DB,2024-04-28 21:40:03.415854
525,1315,4,2016-10-26,2016-10-28,2016-10-29,1,3,DB,2024-04-28 21:40:03.415854
526,1096,4,2016-10-26,2016-10-28,2016-10-28,2,6,DB,2024-04-28 21:40:03.415854
527,506,4,2016-10-27,2016-10-29,2016-10-28,1,2,DB,2024-04-28 21:40:03.415854
528,676,4,2016-10-28,2016-10-31,2016-10-31,2,7,DB,2024-04-28 21:40:03.415854
529,753,4,2016-10-28,2016-10-30,2016-10-31,2,7,DB,2024-04-28 21:40:03.415854
530,773,4,2016-10-28,2016-10-31,2016-10-31,2,6,DB,2024-04-28 21:40:03.415854
531,116,4,2016-10-28,2016-10-29,2016-10-30,3,8,DB,2024-04-28 21:40:03.415854
532,817,4,2016-10-29,2016-10-31,2016-10-30,2,7,DB,2024-04-28 21:40:03.415854
533,1334,4,2016-10-29,2016-11-01,2016-11-01,2,6,DB,2024-04-28 21:40:03.415854
534,1406,4,2016-10-29,2016-10-30,2016-10-31,2,7,DB,2024-04-28 21:40:03.415854
535,835,4,2016-10-29,2016-10-31,2016-11-01,3,9,DB,2024-04-28 21:40:03.415854
536,759,4,2016-10-31,2016-11-02,2016-11-01,1,3,DB,2024-04-28 21:40:03.415854
537,1353,4,2016-10-31,2016-11-01,2016-11-03,1,2,DB,2024-04-28 21:40:03.415854
538,341,4,2016-11-02,2016-11-05,2016-11-05,2,6,DB,2024-04-28 21:40:03.415854
539,1144,4,2016-11-02,2016-11-04,2016-11-03,2,7,DB,2024-04-28 21:40:03.415854
540,1429,4,2016-11-03,2016-11-05,2016-11-06,1,3,DB,2024-04-28 21:40:03.415854
541,1228,4,2016-11-04,2016-11-07,2016-11-07,1,3,DB,2024-04-28 21:40:03.415854
542,313,4,2016-11-04,2016-11-06,2016-11-05,2,7,DB,2024-04-28 21:40:03.415854
543,62,4,2016-11-06,2016-11-09,2016-11-08,2,6,DB,2024-04-28 21:40:03.415854
544,321,4,2016-11-06,2016-11-07,2016-11-08,2,7,DB,2024-04-28 21:40:03.415854
545,1108,4,2016-11-08,2016-11-10,2016-11-09,3,9,DB,2024-04-28 21:40:03.415854
546,470,4,2016-11-09,2016-11-12,2016-11-10,2,7,DB,2024-04-28 21:40:03.415854
547,20,4,2016-11-09,2016-11-11,2016-11-10,3,8,DB,2024-04-28 21:40:03.415854
548,739,4,2016-11-11,2016-11-13,2016-11-13,2,7,DB,2024-04-28 21:40:03.415854
550,892,4,2016-11-12,2016-11-14,2016-11-15,2,7,DB,2024-04-28 21:40:03.415854
551,1169,4,2016-11-12,2016-11-13,2016-11-13,2,6,DB,2024-04-28 21:40:03.415854
552,1282,4,2016-11-12,2016-11-15,2016-11-13,2,7,DB,2024-04-28 21:40:03.415854
553,913,4,2016-11-12,2016-11-13,2016-11-15,3,9,DB,2024-04-28 21:40:03.415854
554,104,4,2016-11-13,2016-11-14,2016-11-16,1,3,DB,2024-04-28 21:40:03.415854
555,212,4,2016-11-13,2016-11-14,2016-11-16,2,7,DB,2024-04-28 21:40:03.415854
556,61,4,2016-11-13,2016-11-14,2016-11-15,3,9,DB,2024-04-28 21:40:03.415854
557,1248,4,2016-11-14,2016-11-17,2016-11-15,2,6,DB,2024-04-28 21:40:03.415854
558,1443,4,2016-11-15,2016-11-16,2016-11-17,2,7,DB,2024-04-28 21:40:03.415854
559,959,4,2016-11-16,2016-11-17,2016-11-17,1,2,DB,2024-04-28 21:40:03.415854
560,1405,4,2016-11-18,2016-11-19,2016-11-21,2,6,DB,2024-04-28 21:40:03.415854
561,90,4,2016-11-19,2016-11-22,2016-11-22,2,6,DB,2024-04-28 21:40:03.415854
562,942,4,2016-11-19,2016-11-20,2016-11-22,2,7,DB,2024-04-28 21:40:03.415854
563,365,4,2016-11-20,2016-11-22,2016-11-21,2,6,DB,2024-04-28 21:40:03.415854
564,1058,4,2016-11-20,2016-11-23,2016-11-22,2,7,DB,2024-04-28 21:40:03.415854
565,894,4,2016-11-21,2016-11-22,2016-11-22,2,7,DB,2024-04-28 21:40:03.415854
566,298,4,2016-11-22,2016-11-25,2016-11-23,1,3,DB,2024-04-28 21:40:03.415854
567,1430,4,2016-11-22,2016-11-23,2016-11-23,1,2,DB,2024-04-28 21:40:03.415854
568,1275,4,2016-11-23,2016-11-25,2016-11-24,1,3,DB,2024-04-28 21:40:03.415854
569,707,4,2016-11-23,2016-11-24,2016-11-25,2,6,DB,2024-04-28 21:40:03.415854
570,989,4,2016-11-23,2016-11-24,2016-11-25,2,6,DB,2024-04-28 21:40:03.415854
571,5,4,2016-11-24,2016-11-25,2016-11-27,1,2,DB,2024-04-28 21:40:03.415854
572,178,4,2016-11-24,2016-11-26,2016-11-26,2,6,DB,2024-04-28 21:40:03.415854
573,423,4,2016-11-24,2016-11-26,2016-11-27,2,6,DB,2024-04-28 21:40:03.415854
